userID	questionID	rating
2221	981	2
2221	43599	2
2221	4315	3
2221	5821	2
2221	20079	2
2221	31907	2
2221	39179	1
2221	38847	2
2221	42990	1
2221	5802	2
2221	9064	1
2221	13550	2
2221	5252	1
2221	17446	1
2221	6665	2
2221	43728	1
2221	4611	2
2221	8750	2
2221	4245	3
3895	22428	2
3895	1121	2
3895	44329	2
3895	974	2
3895	44229	2
3895	3201	2
3895	6837	2
3895	43220	2
3895	22241	2
3895	36010	2
3895	10919	2
3895	466	2
3895	2835	2
3895	11224	2
3895	16711	2
3895	16253	2
3895	14745	2
3895	1128	2
3895	27504	2
3895	39705	2
3895	3163	2
3895	9167	2
3895	3430	2
3895	3000	2
3895	20649	2
3895	13570	2
3895	9692	2
3895	22430	2
3895	755	2
3895	20713	2
3895	18951	2
3895	12272	2
3895	23317	2
3895	4597	2
3895	19057	2
3895	42420	2
3895	43419	2
3895	9585	2
3895	14792	2
3895	1713	2
3895	34808	2
3895	7801	2
3895	26654	2
3895	37119	2
3895	4409	2
3895	4961	2
3895	18887	2
3895	7461	2
3895	28180	2
3895	23648	2
3895	4771	2
3895	32364	2
3895	14126	2
3895	14299	2
3895	18573	2
3895	20024	2
3895	44684	2
3895	3410	2
3895	34971	2
3895	14918	2
3895	4153	2
3895	8671	2
3895	8130	2
3895	35888	2
3895	31047	2
3895	14349	2
3895	6765	2
3895	20087	2
3895	8017	2
3895	2330	2
3895	28749	2
3895	19364	2
3895	4459	2
3895	3477	2
3895	447	2
3895	43927	2
3895	16528	2
3895	38861	2
3895	29963	2
3895	450	2
3895	2	2
3895	3257	2
3895	16799	2
3895	2612	2
3895	1941	2
3895	11162	2
3895	28858	2
3895	22292	2
3895	923	2
3895	44374	2
3895	35091	2
1489	3186	2
1489	19979	1
1489	4182	2
1489	19361	1
1489	4825	3
1489	18612	3
1489	6970	3
1489	23289	2
1489	10853	2
1489	42800	1
1489	16112	1
1489	22579	3
1489	2673	2
1489	4645	2
1489	23908	2
1489	30400	1
1489	6016	1
1489	16692	3
1489	6485	2
1489	5122	2
1489	30562	1
1489	1870	2
1489	617	2
1489	32423	2
1489	43525	2
1489	4098	1
1489	31015	1
1489	17494	2
1489	5279	1
1489	28745	2
1489	8248	2
1489	15626	1
1489	1954	3
1489	3060	2
1489	10845	3
1489	23807	3
1489	3451	3
1489	42825	1
1489	22638	2
1489	23802	1
1489	31919	2
1489	7429	2
1489	26953	3
1489	23508	2
1489	41274	1
1489	598	2
1489	1939	2
1489	3243	2
1489	12442	1
1489	4647	3
1489	4498	2
1489	10965	2
1489	22154	3
1489	19667	2
1489	1872	3
1489	38705	1
1489	41617	1
1489	8927	1
1489	610	2
1489	936	2
1489	2681	3
1489	932	2
1489	9792	2
1489	32	2
1489	9029	1
1489	36892	2
1489	31231	2
1489	6923	2
1489	3194	1
1489	19477	1
1489	28720	1
1489	9268	2
1489	15825	2
1489	13993	2
1489	14331	1
1489	2153	2
1489	19535	2
1489	2664	3
1489	40673	2
1489	22890	2
1001	34952	3
1001	641	2
1001	9709	2
1001	299	2
1001	8886	2
1001	5967	1
1001	3331	3
1001	32155	3
1001	9045	2
1001	23820	1
1001	18136	2
1001	4800	3
1001	32995	2
1001	1825	1
1001	42804	2
1001	4862	2
1001	45013	2
1001	12354	2
1001	32424	3
1001	19715	2
1001	14513	3
1001	4927	2
1001	22007	1
1001	42086	1
1001	16714	2
1001	39563	3
1001	7424	2
1001	10169	2
1001	17608	3
1001	13724	2
1001	7445	2
1001	45290	2
1001	18628	2
1001	8646	3
1001	19374	3
1001	31812	1
1001	45264	2
1001	4540	3
1001	19373	3
1001	3802	2
1001	19180	2
1001	6905	3
1001	4588	3
1001	8668	2
1001	6029	1
1001	57	2
1001	7467	2
1001	36683	2
1001	22087	2
1001	889	2
1001	27204	2
1001	30379	2
1001	17695	2
1001	38214	3
1001	19948	3
1001	37709	3
1001	5722	3
1001	44952	2
1001	44240	3
1001	40426	2
1001	5017	1
1001	1508	3
1001	38667	2
1001	22361	2
1001	37266	3
1001	34234	2
1001	22089	1
1001	41870	3
1001	18112	2
1001	39804	2
1001	15412	2
1001	31743	3
1001	6601	2
1001	38143	3
1001	5317	3
1001	1570	3
1001	20660	3
1001	8580	3
1001	45356	3
1001	23078	1
1002	5421	2
1002	2019	1
1002	6780	1
1002	5983	2
1002	11204	2
1002	6620	2
1002	7687	2
1002	32267	1
1002	23618	2
1002	20645	2
1002	3373	1
1002	4681	2
1002	5057	2
1002	40828	2
1002	45402	1
1002	3028	2
1002	17595	2
1002	28844	2
1002	5945	2
1002	18153	2
1002	2528	2
1002	4037	1
1002	27164	1
1002	22223	2
1002	41423	2
1002	3794	2
1002	35637	2
1002	100	1
1002	36556	2
1002	3435	2
1002	6919	2
1002	514	2
1002	10970	2
1002	10456	2
1002	36555	2
1002	3618	2
1002	6894	2
1002	6810	2
1002	7589	2
1002	22234	1
1002	28865	2
1002	4348	2
1002	8121	2
1002	38856	2
1002	6275	2
1002	30570	2
1002	38708	2
1002	8541	2
1002	7282	2
1002	7087	1
1002	7136	2
1002	28932	2
1002	27578	2
1002	14134	2
1002	510	1
1002	35597	2
1002	18543	2
1002	42318	2
1002	13921	3
1002	7755	2
1002	19742	2
1002	6632	2
1002	39768	2
1002	8881	2
1002	19198	1
1002	26664	2
1002	512	3
1002	22586	2
1002	14028	2
1002	20081	2
1002	39822	2
1002	19038	2
1002	7789	1
1002	26821	2
1002	6438	2
1002	156	1
1002	5331	2
1002	35652	2
61222	17647	3
61222	35888	1
61222	6029	3
61222	2682	2
61222	6191	2
61222	41176	1
61222	10994	3
61222	9158	3
61222	3430	1
61222	8435	3
61222	487	2
61222	5722	2
61222	20081	1
61222	3635	3
61222	38349	2
61222	20444	2
61222	716	1
61222	39804	2
61222	3371	2
61222	8063	2
61222	7160	2
61222	4498	2
61222	39179	2
61222	30896	1
61222	19281	1
61222	43222	2
61222	4912	1
61222	22991	3
61222	8017	2
61222	8335	3
61222	32539	2
61222	32042	1
61222	2215	3
61222	6275	1
61222	2790	2
61222	44255	2
61222	12354	1
61222	34922	1
61222	37119	2
61222	35912	1
61222	4245	1
61222	3186	2
61222	20649	2
61222	8810	1
61222	243	2
61222	14918	2
61222	44190	1
61222	38686	1
61222	5334	2
61222	13554	2
61222	4873	1
61222	42354	1
61222	32610	1
61222	19038	1
61222	39765	1
61222	27721	3
61222	7165	3
61222	37573	2
61222	44011	1
61222	31919	3
61222	40426	2
61222	36897	3
61222	4156	2
61222	6810	2
61222	9709	1
61222	18039	3
61222	19535	1
61222	19393	2
61222	26654	1
61222	4891	3
61222	6765	2
61222	35472	1
61222	13814	1
61222	19361	1
61222	9099	1
61222	10401	1
61222	42420	1
61222	9476	1
61222	14134	2
61222	10245	2
8745	35031	3
8745	6765	3
8745	4398	3
8745	14921	2
8745	2335	3
8745	39016	3
8745	3635	2
8745	23859	2
8745	27204	3
8745	4566	3
8745	39757	3
8745	6982	3
8745	11104	3
8745	8881	3
8745	41617	3
8745	22087	3
8745	44399	3
8745	14193	3
8745	30149	3
8745	9887	3
8745	23408	3
8745	1783	2
8745	34463	3
8745	1713	3
8745	12354	3
8745	7282	3
8745	36045	3
8745	15728	3
8745	8961	3
8745	4348	3
8745	5912	3
8745	5134	3
8745	39563	3
8745	5821	3
8745	41	3
8745	31103	2
8745	2484	3
8745	23504	3
8745	43833	3
8745	6996	3
8745	3773	3
8745	814	3
8745	1870	2
8745	38399	3
8745	4357	3
8745	32539	3
8745	3618	3
8745	42420	3
8745	2381	3
8745	35562	3
8745	42340	3
8745	8635	3
8745	7367	3
8745	29952	3
8745	23104	3
8745	8063	3
8745	4588	3
8745	1231	3
8745	8055	3
8745	6923	3
8745	26467	3
8745	20649	2
8745	57	3
8745	36010	2
8745	44876	3
8745	26664	3
8745	716	3
8745	28612	3
8745	32930	3
8745	11143	2
8745	16294	3
8745	8095	3
8745	8110	3
8745	38349	3
8745	39822	3
8745	38686	3
8745	2667	3
8745	16765	3
8745	3404	3
8745	9099	2
8745	923	3
8745	4681	3
8745	16112	3
8745	18736	2
8745	19994	3
8745	3150	3
8745	5002	3
8745	4315	3
8745	2910	3
6345	31374	2
6345	45472	3
6345	20389	2
6345	8461	2
6345	14696	2
6345	3013	2
6345	15293	3
6345	7223	2
6345	4735	2
6345	15527	2
6345	26337	2
6345	18450	3
6345	30322	2
6345	14047	2
6345	10692	2
6345	20147	2
6345	9395	2
6345	4217	2
6345	162	2
6345	5295	2
6345	40712	3
6345	5982	2
6345	5134	2
6345	30896	3
6345	19943	2
6345	1587	3
6345	5920	3
6345	19298	3
6345	40218	3
6345	28110	3
6345	1238	2
6345	17892	2
6345	382	2
6345	32610	2
6345	2644	2
6345	22875	3
6345	38528	2
6345	14581	2
6345	39443	2
6345	28639	3
6345	23915	2
6345	16723	3
6345	43128	2
6345	41730	2
6345	14016	2
6345	8929	2
6345	27158	2
6345	4873	3
6345	19447	2
6345	2414	2
6345	569	3
6345	4625	3
6345	35494	3
6345	5912	2
6345	14760	2
6345	9603	3
6345	15159	2
6345	2561	2
6345	27903	2
6345	8476	2
6345	28227	3
6345	13814	2
6345	242	2
6345	7878	3
6345	19281	3
6345	4638	2
6345	4278	2
6345	5518	2
6345	20101	2
6345	23920	3
6345	22285	2
6345	33189	2
6345	34922	2
6345	42008	3
6345	2111	2
6345	30149	2
6345	4912	2
6345	18736	2
6345	30995	2
6345	15517	2
6345	38349	2
6345	17647	2
6345	34600	2
6345	12378	2
6345	27390	2
7717	30962	3
7717	7622	3
7717	2790	3
7717	11054	3
7717	8752	1
7717	18987	1
7717	6035	2
7717	2667	2
7717	6191	3
7717	8179	3
7717	10656	3
7717	2688	3
7717	7247	3
7717	3131	2
7717	8119	2
7717	5002	3
7717	25318	3
7717	35013	1
7717	45270	2
7717	9099	2
7717	26467	2
7717	44844	2
7717	8902	1
7717	26805	2
7717	1790	3
7717	5449	2
7717	45065	3
7717	5283	3
7717	17655	2
7717	36365	3
7717	3122	2
7717	14805	3
7717	27539	2
7717	22544	2
7717	19594	3
7717	361	3
7717	34964	2
7717	733	3
7717	44418	2
7717	28850	1
7717	20567	3
7717	14138	3
7717	26763	2
7717	23153	2
7717	18422	3
7717	3773	3
7717	17594	1
7717	26862	2
7717	37672	2
7717	42192	3
7717	2613	2
7717	8626	2
7717	23379	3
7717	29944	2
7717	4551	2
7717	18562	1
7717	10935	1
7717	9030	3
7717	8854	3
7717	38953	2
7717	45317	1
7717	30828	2
7717	17422	1
7717	10103	1
7717	4739	1
7717	5953	3
7717	546	3
7717	35031	1
7717	18385	3
7717	487	2
7717	11104	3
7717	1186	3
7717	9432	2
7717	18065	2
7717	42352	3
7717	32646	2
7717	8055	2
7717	25313	1
7717	22599	1
7717	6518	2
6565	43525	1
6565	31374	3
6565	5518	2
6565	14299	2
6565	36000	1
6565	922	1
6565	11118	1
6565	10245	3
6565	8080	1
6565	3255	2
6565	31919	2
6565	15165	2
6565	36535	2
6565	44229	2
6565	6284	2
6565	34922	1
6565	15517	3
6565	37483	2
6565	5727	3
6565	5046	3
6565	1570	3
6565	8476	2
6565	43222	2
6565	7089	3
6565	19572	1
6565	22638	3
6565	35888	2
6565	41943	1
6565	3167	2
6565	141	3
6565	6277	1
6565	3371	3
6565	36064	2
6565	26574	2
6565	42192	3
6565	19875	1
6565	1121	3
6565	31073	1
6565	44161	1
6565	2673	2
6565	45472	1
6565	3013	1
6565	19742	1
6565	7622	3
6565	6810	2
6565	921	3
6565	10692	2
6565	450	3
6565	18039	2
6565	40499	3
6565	1872	3
6565	10656	1
6565	42800	1
6565	20650	1
6565	17446	2
6565	4771	3
6565	35637	2
6565	277	1
6565	162	1
6565	32449	2
6565	10965	1
6565	6780	3
6565	24004	3
6565	16692	1
6565	40347	2
6565	41959	2
6565	6970	1
6565	37119	1
6565	14047	3
6565	3738	2
6565	22586	3
6565	20292	1
6565	14028	3
6565	30379	2
6565	3	2
6565	32929	3
6565	42177	3
6565	39126	1
6565	3099	1
6565	5484	2
8762	3194	2
8762	14193	2
8762	803	2
8762	4516	2
8762	14236	3
8762	1231	2
8762	18736	3
8762	36365	2
8762	19364	2
8762	28110	2
8762	8110	3
8762	23859	3
8762	14466	2
8762	16441	3
8762	10479	3
8762	38309	3
8762	27238	3
8762	23807	2
8762	5317	2
8762	30400	3
8762	7004	3
8762	6601	1
8762	43914	2
8762	38155	2
8762	34964	2
8762	40347	3
8762	35637	2
8762	31103	3
8762	14745	2
8762	22087	2
8762	22223	2
8762	10334	3
8762	18877	2
8762	7589	1
8762	22430	2
8762	6473	3
8762	22890	2
8762	20024	2
8762	1872	3
8762	14349	2
8762	5122	2
8762	3477	1
8762	3488	2
8762	4927	2
8762	36393	3
8762	8700	3
8762	8646	2
8762	39016	1
8762	3	2
8762	18630	2
8762	9029	2
8762	19615	2
8762	17892	2
8762	14026	2
8762	36652	2
8762	44551	1
8762	450	3
8762	20006	1
8762	14581	2
8762	22586	3
8762	43270	2
8762	18322	3
8762	15527	1
8762	44935	3
8762	19742	2
8762	8854	3
8762	16087	2
8762	32449	2
8762	42825	2
8762	9903	3
8762	3257	2
8762	14903	1
8762	8476	2
8762	6738	3
8762	22956	3
8762	4681	2
8762	162	3
8762	606	2
8762	8902	1
8762	641	2
7445	20567	2
7445	28106	2
7445	5912	3
7445	16022	2
7445	3201	1
7445	41959	2
7445	1713	1
7445	23908	1
7445	29952	2
7445	9603	2
7445	35597	2
7445	9563	1
7445	27390	2
7445	889	2
7445	26574	1
7445	3072	1
7445	4441	1
7445	41372	2
7445	8611	2
7445	10274	2
7445	26913	3
7445	18987	2
7445	10103	1
7445	41	3
7445	23915	1
7445	4645	2
7445	19060	2
7445	20101	1
7445	321	2
7445	5141	1
7445	10456	2
7445	7533	3
7445	1118	1
7445	6277	2
7445	19804	3
7445	38399	1
7445	23078	1
7445	564	1
7445	19447	1
7445	22234	3
7445	7443	2
7445	10050	2
7445	38953	2
7445	10809	2
7445	44240	3
7445	39757	1
7445	43747	2
7445	617	2
7445	15626	1
7445	32404	3
7445	19600	1
7445	35330	2
7445	6970	3
7445	2414	3
7445	20660	2
7445	7531	2
7445	26426	1
7445	36556	1
7445	39126	2
7445	10845	2
7445	7715	2
7445	31743	1
7445	6664	1
7445	32155	3
7445	4540	3
7445	15728	1
7445	4961	2
7445	23415	3
7445	16408	3
7445	4621	2
7445	30495	3
7445	1186	1
7445	23820	2
7445	1908	1
7445	31374	2
7445	17488	2
7445	42990	1
7445	16294	2
7445	24096	3
7445	28858	2
1234	43742	1
1234	3331	3
1234	31907	1
1234	1771	2
1234	38705	2
1234	22285	1
1234	32929	2
1234	23574	2
1234	20565	3
1234	45472	2
1234	9701	3
1234	45065	1
1234	5046	1
1234	6919	3
1234	12513	3
1234	18065	1
1234	44309	3
1234	11143	3
1234	4182	1
1234	514	3
1234	15293	2
1234	22073	3
1234	22428	2
1234	990	2
1234	14115	2
1234	5113	2
1234	32	3
1234	16711	3
1234	31047	2
1234	23802	1
1234	4860	2
1234	43635	1
1234	6780	3
1234	44343	1
1234	18612	3
1234	19948	2
1234	5959	2
1234	9432	2
1234	7083	2
1234	5279	2
1234	39904	3
1234	22241	3
1234	7282	2
1234	1825	2
1234	45264	3
1234	34463	1
1234	8130	2
1234	8936	1
1234	19979	2
1234	19572	2
1234	30322	2
